WORD,VALIDITY,TYPE,BLOCK,SUBBLOCK
canot,non_word,english,E,2
plaze,non_word,english,E,2
mibber,non_word,english,E,2
nohice,non_word,english,E,2
splunge,non_word,english,E,2
respend,non_word,english,E,2
frabble,non_word,english,E,2
stert,non_word,english,E,2
jindrel,non_word,english,E,2
nown,non_word,english,E,2
dorpine,non_word,english,E,2
parudy,non_word,english,E,2
evedence,non_word,english,E,2
sertain,non_word,english,E,2
sisuation,non_word,english,E,2
wargle,non_word,english,E,2
chlidren,non_word,english,E,2
clopt,non_word,english,E,2
frint,non_word,english,E,2
genurally,non_word,english,E,2
histury,non_word,english,E,2
skindle,non_word,english,E,2
troubal,non_word,english,E,2
caces,non_word,english,E,2
exsept,non_word,english,E,2
thouh,non_word,english,E,2
colus,non_word,english,E,2
setwene,non_word,english,E,2
monitar,non_word,english,E,2
concider,non_word,english,E,2
fleedon,non_word,english,E,2
sauth,non_word,english,E,2
pagis,non_word,english,E,2
trems,non_word,english,E,2
tuday,non_word,english,E,2
resune,non_word,english,E,2
sund,non_word,english,E,2
clieient,non_word,english,E,2
teath,non_word,english,E,2
ecudation,non_word,english,E,2
leve,non_word,english,E,2
briffle,non_word,english,E,2
erth,non_word,english,E,2
likelie,non_word,english,E,2
nunbers,non_word,english,E,2
squorble,non_word,english,E,2
acatly,non_word,english,E,2
vursion,non_word,english,E,2
blistow,non_word,english,E,2
trindle,non_word,english,E,2
saing,non_word,english,E,2
grench,non_word,english,E,2
macine,non_word,english,E,2
wice,non_word,english,E,2
liwing,non_word,english,E,2
privet,non_word,english,E,2
worf,non_word,english,E,2
thiking,non_word,english,E,2
togehter,non_word,english,E,2
snaffle,non_word,english,E,2
makis,non_word,english,E,2
pover,non_word,english,E,2
ponit,non_word,english,E,2
crenst,non_word,english,E,2
hapen,non_word,english,E,2
sens,non_word,english,E,2
yagya  ,word,hinglish,E,3
wajan,word,hinglish,E,3
vyakti,word,hinglish,E,3
vivaah,word,hinglish,E,3
virodhi,word,hinglish,E,3
vipaksh,word,hinglish,E,3
vikas,word,hinglish,E,3
vikalp,word,hinglish,E,3
videshi,word,hinglish,E,3
vichaar,word,hinglish,E,3
vachan,word,hinglish,E,3
uttar,word,hinglish,E,3
utsav,word,hinglish,E,3
uphaar,word,hinglish,E,3
unka,word,hinglish,E,3
ujjwal,word,hinglish,E,3
udhar  ,word,hinglish,E,3
uday,word,hinglish,E,3
thappar,word,hinglish,E,3
thand,word,hinglish,E,3
taras,word,hinglish,E,3
tanmay,word,hinglish,E,3
talaash,word,hinglish,E,3
takkar,word,hinglish,E,3
sheetal,word,hinglish,E,3
shashtra,word,hinglish,E,3
sharab,word,hinglish,E,3
shapath,word,hinglish,E,3
shanti,word,hinglish,E,3
shakkar,word,hinglish,E,3
shahar,word,hinglish,E,3
shabd,word,hinglish,E,3
shaadi,word,hinglish,E,3
sarthak,word,hinglish,E,3
sargam,word,hinglish,E,3
sardar,word,hinglish,E,3
sapna,word,hinglish,E,3
sanskar,word,hinglish,E,3
sangeet,word,hinglish,E,3
sambhav,word,hinglish,E,3
sambandh,word,hinglish,E,3
samay  ,word,hinglish,E,3
samajh  ,word,hinglish,E,3
samachar,word,hinglish,E,3
saksham  ,word,hinglish,E,3
sajjan,word,hinglish,E,3
safar  ,word,hinglish,E,3
safal  ,word,hinglish,E,3
sadak  ,word,hinglish,E,3
sachiv,word,hinglish,E,3
sabhya,word,hinglish,E,3
sabak,word,hinglish,E,3
roti,word,hinglish,E,3
raman,word,hinglish,E,3
raksha,word,hinglish,E,3
rajat,word,hinglish,E,3
rahaysa,word,hinglish,E,3
pyaas,word,hinglish,E,3
puraana,word,hinglish,E,3
prerana,word,hinglish,E,3
prayaas,word,hinglish,E,3
prakriti,word,hinglish,E,3
prakash,word,hinglish,E,3
pradesh,word,hinglish,E,3
prabhat,word,hinglish,E,3
pavan  ,word,hinglish,E,3
pathak,word,hinglish,E,3
pasand,word,hinglish,E,3
parvati,word,hinglish,E,3
parivaar,word,hinglish,E,3
param,word,hinglish,E,3
parakh,word,hinglish,E,3
palak  ,word,hinglish,E,3
paksh  ,word,hinglish,E,3
pakad,word,hinglish,E,3
pahal,word,hinglish,E,3
paani,word,hinglish,E,3
niketan,word,hinglish,E,3
nigan,word,hinglish,E,3
nibandh,word,hinglish,E,3
nazar,word,hinglish,E,3
nayak,word,hinglish,E,3
navodaya,word,hinglish,E,3
naram,word,hinglish,E,3
namak  ,word,hinglish,E,3
nagar,word,hinglish,E,3
naari,word,hinglish,E,3
mitra,word,hinglish,E,3
mithaai,word,hinglish,E,3
mausam,word,hinglish,E,3
matlab,word,hinglish,E,3
matar,word,hinglish,E,3
manzil,word,hinglish,E,3
mannat,word,hinglish,E,3
mandal,word,hinglish,E,3
maksad  ,word,hinglish,E,3
mahila,word,hinglish,E,3
mahenga,word,hinglish,E,3
mahaul,word,hinglish,E,3
mahal,word,hinglish,E,3
mahak,word,hinglish,E,3
magar,word,hinglish,E,3
madhya,word,hinglish,E,3
madad,word,hinglish,E,3
lekin,word,hinglish,E,3
latak,word,hinglish,E,3
lashkar,word,hinglish,E,3
lakshya,word,hinglish,E,3
lakshan,word,hinglish,E,3
lagbhag,word,hinglish,E,3
ladka,word,hinglish,E,3
khilaaf,word,hinglish,E,3
khattar,word,hinglish,E,3
khabar  ,word,hinglish,E,3
kambal,word,hinglish,E,3
kamar,word,hinglish,E,3
kamal,word,hinglish,E,3
kalash,word,hinglish,E,3
kalam,word,hinglish,E,3
kahar,word,hinglish,E,3
kadam  ,word,hinglish,E,3
jhalak  ,word,hinglish,E,3
jeewan,word,hinglish,E,3
jawaan,word,hinglish,E,3
jannat,word,hinglish,E,3
jagat,word,hinglish,E,3
jagah  ,word,hinglish,E,3
jaagriti,word,hinglish,E,3
ishq,word,hinglish,E,3
insaan,word,hinglish,E,3
idhar  ,word,hinglish,E,3
havan,word,hinglish,E,3
hangama,word,hinglish,E,3
haalat,word,hinglish,E,3
gulshan,word,hinglish,E,3
grahak,word,hinglish,E,3
gazal,word,hinglish,E,3
galti,word,hinglish,E,3
galat  ,word,hinglish,E,3
gagan  ,word,hinglish,E,3
eklavya,word,hinglish,E,3
doosra,word,hinglish,E,3
dono,word,hinglish,E,3
dhwaj,word,hinglish,E,3
dhanya,word,hinglish,E,3
dhakkan,word,hinglish,E,3
dhadkan,word,hinglish,E,3
dhaara,word,hinglish,E,3
dawaai,word,hinglish,E,3
dainik,word,hinglish,E,3
dahej,word,hinglish,E,3
charas  ,word,hinglish,E,3
charan,word,hinglish,E,3
chappar,word,hinglish,E,3
chappal,word,hinglish,E,3
chandan,word,hinglish,E,3
chanchal  ,word,hinglish,E,3
chaman  ,word,hinglish,E,3
chamak,word,hinglish,E,3
chakkar,word,hinglish,E,3
chahiye,word,hinglish,E,3
chadar,word,hinglish,E,3
bukhaar  ,word,hinglish,E,3
bhavya,word,hinglish,E,3
bhavan  ,word,hinglish,E,3
bhatak,word,hinglish,E,3
bharosa,word,hinglish,E,3
bhakt,word,hinglish,E,3
bhajan  ,word,hinglish,E,3
bekaar  ,word,hinglish,E,3
basant  ,word,hinglish,E,3
balidan,word,hinglish,E,3
bagal,word,hinglish,E,3
badmaash  ,word,hinglish,E,3
badan,word,hinglish,E,3
bachpan  ,word,hinglish,E,3
bachat,word,hinglish,E,3
bacchan,word,hinglish,E,3
baarish  ,word,hinglish,E,3
ashram  ,word,hinglish,E,3
asatya,word,hinglish,E,3
asar,word,hinglish,E,3
asafal,word,hinglish,E,3
asabhya,word,hinglish,E,3
apni,word,hinglish,E,3
antar,word,hinglish,E,3
andar,word,hinglish,E,3
anant,word,hinglish,E,3
anand,word,hinglish,E,3
amar,word,hinglish,E,3
alag,word,hinglish,E,3
akshay,word,hinglish,E,3
akshar  ,word,hinglish,E,3
akhand,word,hinglish,E,3
adhyapak,word,hinglish,E,3
adhoori  ,word,hinglish,E,3
adaalat,word,hinglish,E,3
abhay,word,hinglish,E,3
aatma,word,hinglish,E,3
aarambh,word,hinglish,E,3
aarakshan,word,hinglish,E,3
aajtak  ,word,hinglish,E,3
aadmi  ,word,hinglish,E,3
aadat,word,hinglish,E,3
 uttam,word,hinglish,E,3
 uplabdh,word,hinglish,E,3
 tanmay,word,hinglish,E,3
 satya,word,hinglish,E,3
 sattar,word,hinglish,E,3
 sakht,word,hinglish,E,3
 sajjan,word,hinglish,E,3
 sabhya,word,hinglish,E,3
 rahasya,word,hinglish,E,3
 patthar,word,hinglish,E,3
 mastak,word,hinglish,E,3
 marammat,word,hinglish,E,3
 mannat,word,hinglish,E,3
 madhya,word,hinglish,E,3
 macchar,word,hinglish,E,3
 kambal,word,hinglish,E,3
 jannat,word,hinglish,E,3
 izzat,word,hinglish,E,3
 dhanya,word,hinglish,E,3
 dastak,word,hinglish,E,3
 daftar,word,hinglish,E,3
 bhavya,word,hinglish,E,3
 bhakt,word,hinglish,E,3
 bandhan,word,hinglish,E,3
 bandhak,word,hinglish,E,3
 bacchan,word,hinglish,E,3
 asambhav,word,hinglish,E,3
 asabhya,word,hinglish,E,3
 anya,word,hinglish,E,3
yavaska,non_word,hinglish,E,4
yajya,non_word,hinglish,E,4
vrashti,non_word,hinglish,E,4
vimeet,non_word,hinglish,E,4
vashtrik,non_word,hinglish,E,4
vakta,non_word,hinglish,E,4
vaakas,non_word,hinglish,E,4
uzzat,non_word,hinglish,E,4
uttur,non_word,hinglish,E,4
ustav,non_word,hinglish,E,4
upyoj,non_word,hinglish,E,4
upak,non_word,hinglish,E,4
upahal,non_word,hinglish,E,4
unad,non_word,hinglish,E,4
ummat,non_word,hinglish,E,4
umath,non_word,hinglish,E,4
uljham,non_word,hinglish,E,4
ujjhal,non_word,hinglish,E,4
ujjat,non_word,hinglish,E,4
ujjala,non_word,hinglish,E,4
ugar,non_word,hinglish,E,4
ucchar,non_word,hinglish,E,4
tatneek,non_word,hinglish,E,4
tantriksh,non_word,hinglish,E,4
tanrik,non_word,hinglish,E,4
tanpav,non_word,hinglish,E,4
tanbhag,non_word,hinglish,E,4
tamrah,non_word,hinglish,E,4
tafdar,non_word,hinglish,E,4
tabhya,non_word,hinglish,E,4
suhidha,non_word,hinglish,E,4
shappar,non_word,hinglish,E,4
shakkala,non_word,hinglish,E,4
satvish,non_word,hinglish,E,4
saskham,non_word,hinglish,E,4
sarakh,non_word,hinglish,E,4
sanudaay,non_word,hinglish,E,4
sanskhat,non_word,hinglish,E,4
sandhaavana,non_word,hinglish,E,4
sanay,non_word,hinglish,E,4
sanad,non_word,hinglish,E,4
samhat,non_word,hinglish,E,4
salaf,non_word,hinglish,E,4
sakrar,non_word,hinglish,E,4
saklam,non_word,hinglish,E,4
sakab,non_word,hinglish,E,4
sajjam,non_word,hinglish,E,4
sajham,non_word,hinglish,E,4
saht,non_word,hinglish,E,4
sahak,non_word,hinglish,E,4
sadvya,non_word,hinglish,E,4
sadbhag,non_word,hinglish,E,4
sadarah,non_word,hinglish,E,4
saasish,non_word,hinglish,E,4
saajash,non_word,hinglish,E,4
saadham,non_word,hinglish,E,4
ratma,non_word,hinglish,E,4
rataj,non_word,hinglish,E,4
rastrik,non_word,hinglish,E,4
raskha,non_word,hinglish,E,4
rapam,non_word,hinglish,E,4
ranjeeti,non_word,hinglish,E,4
ranam,non_word,hinglish,E,4
rakshan,non_word,hinglish,E,4
rakash,non_word,hinglish,E,4
pyaksha,non_word,hinglish,E,4
pyahi,non_word,hinglish,E,4
pratrikik,non_word,hinglish,E,4
pratagi,non_word,hinglish,E,4
prashim,non_word,hinglish,E,4
prakeet,non_word,hinglish,E,4
praghash,non_word,hinglish,E,4
patraw,non_word,hinglish,E,4
panav,non_word,hinglish,E,4
palah,non_word,hinglish,E,4
pakal,non_word,hinglish,E,4
padmaash,non_word,hinglish,E,4
nishtri,non_word,hinglish,E,4
nashkhat,non_word,hinglish,E,4
nasant,non_word,hinglish,E,4
nasamte,non_word,hinglish,E,4
nakam,non_word,hinglish,E,4
nahenga,non_word,hinglish,E,4
nagat,non_word,hinglish,E,4
muhina,non_word,hinglish,E,4
migan,non_word,hinglish,E,4
mattat,non_word,hinglish,E,4
matsir,non_word,hinglish,E,4
matammat,non_word,hinglish,E,4
maskat,non_word,hinglish,E,4
mamtra,non_word,hinglish,E,4
mamarratam,non_word,hinglish,E,4
maltab,non_word,hinglish,E,4
majtoobi,non_word,hinglish,E,4
madhrat,non_word,hinglish,E,4
madhrak,non_word,hinglish,E,4
lashkya,non_word,hinglish,E,4
lashkman,non_word,hinglish,E,4
lakshal,non_word,hinglish,E,4
lakita,non_word,hinglish,E,4
lajat,non_word,hinglish,E,4
ladpat,non_word,hinglish,E,4
labhka,non_word,hinglish,E,4
kustap,non_word,hinglish,E,4
kulash,non_word,hinglish,E,4
khifaal,non_word,hinglish,E,4
khatvir,non_word,hinglish,E,4
khashar,non_word,hinglish,E,4
kharbar,non_word,hinglish,E,4
katsha,non_word,hinglish,E,4
katrika,non_word,hinglish,E,4
katrakaar,non_word,hinglish,E,4
kashal,non_word,hinglish,E,4
kasan,non_word,hinglish,E,4
kapak,non_word,hinglish,E,4
kanban,non_word,hinglish,E,4
kamith,non_word,hinglish,E,4
kamish,non_word,hinglish,E,4
kamam,non_word,hinglish,E,4
kamad,non_word,hinglish,E,4
kabat,non_word,hinglish,E,4
jyaan,non_word,hinglish,E,4
jigyaan,non_word,hinglish,E,4
jatmash,non_word,hinglish,E,4
jarnak,non_word,hinglish,E,4
jalnat,non_word,hinglish,E,4
jajah,non_word,hinglish,E,4
jaavnar,non_word,hinglish,E,4
iradh,non_word,hinglish,E,4
ihar,non_word,hinglish,E,4
hrudai,non_word,hinglish,E,4
hivaah,non_word,hinglish,E,4
hisarat,non_word,hinglish,E,4
hatkan,non_word,hinglish,E,4
haskat,non_word,hinglish,E,4
harkal,non_word,hinglish,E,4
harkad,non_word,hinglish,E,4
hanshik,non_word,hinglish,E,4
hanav,non_word,hinglish,E,4
hafan,non_word,hinglish,E,4
hadhyam,non_word,hinglish,E,4
haatal,non_word,hinglish,E,4
gututva,non_word,hinglish,E,4
gushlan,non_word,hinglish,E,4
goyak,non_word,hinglish,E,4
gatli,non_word,hinglish,E,4
gatat,non_word,hinglish,E,4
gantak,non_word,hinglish,E,4
ganag,non_word,hinglish,E,4
gamrah,non_word,hinglish,E,4
gamar,non_word,hinglish,E,4
galak,non_word,hinglish,E,4
gaayuk,non_word,hinglish,E,4
fasar,non_word,hinglish,E,4
duthi,non_word,hinglish,E,4
drishdhi,non_word,hinglish,E,4
dhyam,non_word,hinglish,E,4
dhavya,non_word,hinglish,E,4
dharvak,non_word,hinglish,E,4
dhakyan,non_word,hinglish,E,4
datfar,non_word,hinglish,E,4
daptar,non_word,hinglish,E,4
dakkad,non_word,hinglish,E,4
chintam,non_word,hinglish,E,4
chindan,non_word,hinglish,E,4
chasar,non_word,hinglish,E,4
chamdam,non_word,hinglish,E,4
chalhal,non_word,hinglish,E,4
chakam,non_word,hinglish,E,4
bhuktik,non_word,hinglish,E,4
bauthik,non_word,hinglish,E,4
batal,non_word,hinglish,E,4
banthak,non_word,hinglish,E,4
bandrath,non_word,hinglish,E,4
balbhan,non_word,hinglish,E,4
bajdoor,non_word,hinglish,E,4
askhar,non_word,hinglish,E,4
asalkhya,non_word,hinglish,E,4
aray,non_word,hinglish,E,4
aranth,non_word,hinglish,E,4
anuhab,non_word,hinglish,E,4
anraya,non_word,hinglish,E,4
anam,non_word,hinglish,E,4
amya,non_word,hinglish,E,4
alva,non_word,hinglish,E,4
akshan,non_word,hinglish,E,4
adhyrak,non_word,hinglish,E,4
aarakan,non_word,hinglish,E,4
aapasav,non_word,hinglish,E,4
aadas,non_word,hinglish,E,4
dharsan,non_word,hinglish,E,4
dhravak,non_word,hinglish,E,4
dhanvak,non_word,hinglish,E,4
dhatvan,non_word,hinglish,E,4
dakhyam,non_word,hinglish,E,4
chansar,non_word,hinglish,E,4
chamrak,non_word,hinglish,E,4
chavdak,non_word,hinglish,E,4
bhatrik,non_word,hinglish,E,4
badhvan,non_word,hinglish,E,4
banshak,non_word,hinglish,E,4
aksan,non_word,hinglish,E,4
antram,non_word,hinglish,E,4
asrath,non_word,hinglish,E,4
aplak,non_word,hinglish,E,4
