Word,Frequency,Ph_Count,Letter_Count,Validity,Script,Language,Listing
raha,3506850,4,4,Word,Trans,Hindi,2
zila,2288308,5,4,Word,Trans,Hindi,2
liya,1963333,4,4,Word,Trans,Hindi,2
sabhi,1751406,4,5,Word,Trans,Hindi,2
din,1612377,3,3,Word,Trans,Hindi,2
nagar,1609984,5,5,Word,Trans,Hindi,2
samay,1421537,5,5,Word,Trans,Hindi,2
kuch,1324917,4,4,Word,Trans,Hindi,2
kisi,1201110,4,4,Word,Trans,Hindi,2
karya,1165437,4,5,Word,Trans,Hindi,2
paas,1163659,3,4,Word,Trans,Hindi,2
akhil,80701,4,5,Word,Trans,Hindi,2
baat,1116855,3,4,Word,Trans,Hindi,2
kiye,1097294,3,4,Word,Trans,Hindi,2
baar,1091819,3,4,Word,Trans,Hindi,2
roop,1086203,3,4,Word,Trans,Hindi,2
baje,1084937,5,4,Word,Trans,Hindi,2
tarah,1049038,5,5,Word,Trans,Hindi,2
chunaav,1011178,6,7,Word,Trans,Hindi,2
sahit,959174,5,5,Word,Trans,Hindi,2
mukhya,942552,4,6,Word,Trans,Hindi,2
chaar,936649,4,5,Word,Trans,Hindi,2
raat,918460,3,4,Word,Trans,Hindi,2
laakh,864331,3,5,Word,Trans,Hindi,2
subah,864031,5,5,Word,Trans,Hindi,2
naam,852742,3,4,Word,Trans,Hindi,2
yojana,761770,6,7,Word,Trans,Hindi,2
tahat,761628,5,5,Word,Trans,Hindi,2
laga,748229,4,4,Word,Trans,Hindi,2
sankhya,735100,6,7,Word,Trans,Hindi,2
shikayat,726461,7,8,Word,Trans,Hindi,2
rajya,716098,5,5,Word,Trans,Hindi,2
pareeksha,712927,7,9,Word,Trans,Hindi,2
yuvak,710320,5,5,Word,Trans,Hindi,2
sachiv,699799,6,6,Word,Trans,Hindi,2
patra,691321,4,5,Word,Trans,Hindi,2
putra,688965,4,5,Word,Trans,Hindi,2
jahan,680669,5,5,Word,Trans,Hindi,2
chhatra,664840,5,7,Word,Trans,Hindi,2
abhi,634065,3,4,Word,Trans,Hindi,2
wahan,615632,4,5,Word,Trans,Hindi,2
nigam,611626,5,5,Word,Trans,Hindi,2
laal,592972,3,4,Word,Trans,Hindi,2
dino,578203,4,4,Word,Trans,Hindi,2
prayaas,569689,6,7,Word,Trans,Hindi,2
sadasya,560383,6,7,Word,Trans,Hindi,2
suraksha,551034,7,8,Word,Trans,Hindi,2
hatya,537029,5,5,Word,Trans,Hindi,2
lage,520058,4,4,Word,Trans,Hindi,2
mili,497238,4,4,Word,Trans,Hindi,2
praapt,483648,5,6,Word,Trans,Hindi,2
jagah,481609,6,5,Word,Trans,Hindi,2
prati,466106,5,5,Word,Trans,Hindi,2
mila,464987,4,4,Word,Trans,Hindi,2
sangh,460950,4,5,Word,Trans,Hindi,2
alag,459970,4,4,Word,Trans,Hindi,2
bhavan,456555,5,6,Word,Trans,Hindi,2
bana,446432,4,4,Word,Trans,Hindi,2
vyakti,434691,6,6,Word,Trans,Hindi,2
lagi,434318,4,4,Word,Trans,Hindi,2
taraf,417733,5,5,Word,Trans,Hindi,2
pratham,413720,6,7,Word,Trans,Hindi,2
saat,411037,3,4,Word,Trans,Hindi,2
sabha,407550,4,5,Word,Trans,Hindi,2
vijay,403434,6,5,Word,Trans,Hindi,2
door,398793,3,4,Word,Trans,Hindi,2
divas,392451,5,5,Word,Trans,Hindi,2
pramukh,386285,6,7,Word,Trans,Hindi,2
pita,386141,4,4,Word,Trans,Hindi,2
rakha,386072,4,5,Word,Trans,Hindi,2
agar,379004,4,4,Word,Trans,Hindi,2
pata,378714,4,4,Word,Trans,Hindi,2
nazar,367824,6,5,Word,Trans,Hindi,2
yadi,362139,4,4,Word,Trans,Hindi,2
bhai,355381,3,4,Word,Trans,Hindi,2
sadar,351534,5,5,Word,Trans,Hindi,2
yuva,345366,4,4,Word,Trans,Hindi,2
pada,341786,4,4,Word,Trans,Hindi,2
badi,341277,4,4,Word,Trans,Hindi,2
chala,332405,5,5,Word,Trans,Hindi,2
vajah,316564,6,5,Word,Trans,Hindi,2
krishi,316240,5,6,Word,Trans,Hindi,2
pati,315004,4,4,Word,Trans,Hindi,2
dhyan,314910,4,5,Word,Trans,Hindi,2
sangathan,313572,6,9,Word,Trans,Hindi,2
haath,306139,3,5,Word,Trans,Hindi,2
pratishat,285955,8,9,Word,Trans,Hindi,2
kara,285671,4,4,Word,Trans,Hindi,2
kahin,285511,4,5,Word,Trans,Hindi,2
bheed,284466,3,5,Word,Trans,Hindi,2
sutra,283970,4,5,Word,Trans,Hindi,2
kya,281679,3,3,Word,Trans,Hindi,2
udhar,273222,4,5,Word,Trans,Hindi,2
atithi,270890,5,6,Word,Trans,Hindi,2
aawas,267871,4,5,Word,Trans,Hindi,2
shaadi,266888,4,6,Word,Trans,Hindi,2
das,261484,3,3,Word,Trans,Hindi,2
baal,257372,3,4,Word,Trans,Hindi,2
shiv,255261,3,4,Word,Trans,Hindi,2
sammaanit,252971,8,9,Word,Trans,Hindi,2
kabhi,248124,4,5,Word,Trans,Hindi,2
yahi,239554,4,4,Word,Trans,Hindi,2
madad,237099,5,5,Word,Trans,Hindi,2
uttar,236790,5,5,Word,Trans,Hindi,2
magar,235840,5,5,Word,Trans,Hindi,2
khud,234529,3,4,Word,Trans,Hindi,2
nadi,234077,4,4,Word,Trans,Hindi,2
theek,232524,3,5,Word,Trans,Hindi,2
kharch,231429,5,6,Word,Trans,Hindi,2
bahut,230100,5,5,Word,Trans,Hindi,2
gharon,226004,4,6,Word,Trans,Hindi,2
sahi,224083,4,4,Word,Trans,Hindi,2
dekha,216075,4,5,Word,Trans,Hindi,2
kalyan,214424,6,6,Word,Trans,Hindi,2
safal,211858,5,5,Word,Trans,Hindi,2
nahi,206195,4,4,Word,Trans,Hindi,2
idhar,205100,4,5,Word,Trans,Hindi,2
disha,199263,4,5,Word,Trans,Hindi,2
pratyek,196643,9,7,Word,Trans,Hindi,2
tabhi,192397,4,5,Word,Trans,Hindi,2
prayog,188869,6,6,Word,Trans,Hindi,2
padi,187777,4,4,Word,Trans,Hindi,2
samaajik,187118,8,8,Word,Trans,Hindi,2
chayan,186787,6,6,Word,Trans,Hindi,2
lakshya,186694,5,7,Word,Trans,Hindi,2
guru,185314,4,4,Word,Trans,Hindi,2
kyonki,183223,6,6,Word,Trans,Hindi,2
samadhan,181762,7,8,Word,Trans,Hindi,2
kadam,179766,5,5,Word,Trans,Hindi,2
pawan,175848,5,5,Word,Trans,Hindi,2
vishay,173986,5,6,Word,Trans,Hindi,2
chetavni,172909,9,8,Word,Trans,Hindi,2
madhya,172828,4,6,Word,Trans,Hindi,2
bata,172165,4,4,Word,Trans,Hindi,2
samaksh,164752,6,7,Word,Trans,Hindi,2
matra,164376,4,5,Word,Trans,Hindi,2
bada,162319,4,4,Word,Trans,Hindi,2
dawa,161700,4,4,Word,Trans,Hindi,2
gathan,160625,5,6,Word,Trans,Hindi,2
vigyan,159377,7,6,Word,Trans,Hindi,2
charan,158689,6,6,Word,Trans,Hindi,2
arthik,157668,5,7,Word,Trans,Hindi,2
khade,155165,4,5,Word,Trans,Hindi,2
dharm,149630,4,5,Word,Trans,Hindi,2
sant,148441,4,4,Word,Trans,Hindi,2
galat,147481,5,5,Word,Trans,Hindi,2
pahal,140508,5,5,Word,Trans,Hindi,2
dakhil,138992,5,6,Word,Trans,Hindi,2
milega,138814,6,6,Word,Trans,Hindi,2
pakad,137601,5,5,Word,Trans,Hindi,2
putri,136879,5,5,Word,Trans,Hindi,2
pashu,134652,4,5,Word,Trans,Hindi,2
asar,134556,4,4,Word,Trans,Hindi,2
naya,134200,4,4,Word,Trans,Hindi,2
rang,133158,4,4,Word,Trans,Hindi,2
khabar,132887,5,6,Word,Trans,Hindi,2
chali,132599,5,5,Word,Trans,Hindi,2
gyaan,128876,5,5,Word,Trans,Hindi,2
naukri,127248,5,6,Word,Trans,Hindi,2
nikal,127150,5,5,Word,Trans,Hindi,2
nahar,127090,5,5,Word,Trans,Hindi,2
mukt,126338,4,4,Word,Trans,Hindi,2
khada,123358,4,5,Word,Trans,Hindi,2
khadi,122671,4,5,Word,Trans,Hindi,2
badmaash,121763,6,8,Word,Trans,Hindi,2
khushi,121052,4,6,Word,Trans,Hindi,2
mai,119887,2,3,Word,Trans,Hindi,2
thand,119059,4,5,Word,Trans,Hindi,2
katha,118579,4,5,Word,Trans,Hindi,2
mushkil,117793,6,7,Word,Trans,Hindi,2
kilo,117049,4,4,Word,Trans,Hindi,2
ladki,116376,5,5,Word,Trans,Hindi,2
jilon,116264,5,5,Word,Trans,Hindi,2
nath,113944,3,4,Word,Trans,Hindi,2
puraani,113386,6,7,Word,Trans,Hindi,2
uchit,113023,5,5,Word,Trans,Hindi,2
kyun,112730,3,4,Word,Trans,Hindi,2
khulasa,112553,6,7,Word,Trans,Hindi,2
yogdaan,110805,6,7,Word,Trans,Hindi,2
prabandh,110506,7,8,Word,Trans,Hindi,2
sakht,109403,4,5,Word,Trans,Hindi,2
gali,109071,4,4,Word,Trans,Hindi,2
pratidin,108200,8,8,Word,Trans,Hindi,2
vinay,107572,5,5,Word,Trans,Hindi,2
saraswati,106816,8,9,Word,Trans,Hindi,2
likha,106714,4,5,Word,Trans,Hindi,2
geet,106632,3,4,Word,Trans,Hindi,2
khanan,106090,5,6,Word,Trans,Hindi,2
bahan,106037,5,5,Word,Trans,Hindi,2
maal,104658,3,4,Word,Trans,Hindi,2
shaant,103943,4,6,Word,Trans,Hindi,2
yaad,102488,3,4,Word,Trans,Hindi,2
mahotsav,100352,8,8,Word,Trans,Hindi,2
pratima,100159,7,7,Word,Trans,Hindi,2
dhang,100155,4,5,Word,Trans,Hindi,2
padon,100067,4,5,Word,Trans,Hindi,2
kamal,99477,5,5,Word,Trans,Hindi,2
nritya,99293,5,6,Word,Trans,Hindi,2
neeti,98790,4,5,Word,Trans,Hindi,2
suman,98119,5,5,Word,Trans,Hindi,2
deep,96049,3,4,Word,Trans,Hindi,2
doodh,95634,3,5,Word,Trans,Hindi,2
niyukt,95504,6,6,Word,Trans,Hindi,2
sakriya,95327,6,7,Word,Trans,Hindi,2
virodhi,94232,6,7,Word,Trans,Hindi,2
yagya,94222,5,5,Word,Trans,Hindi,2
shapath,93038,5,7,Word,Trans,Hindi,2
aakrosh,92654,6,8,Word,Trans,Hindi,2
purush,92382,5,6,Word,Trans,Hindi,2
khiladi,92019,6,7,Word,Trans,Hindi,2
umra,90211,3,4,Word,Trans,Hindi,2
hawa,88397,4,4,Word,Trans,Hindi,2
abhishek,88149,6,8,Word,Trans,Hindi,2
bhajan,88136,6,6,Word,Trans,Hindi,2
dikha,87838,4,5,Word,Trans,Hindi,2
vidhi,86577,4,5,Word,Trans,Hindi,2
badal,86438,5,5,Word,Trans,Hindi,2
buri,85589,4,4,Word,Trans,Hindi,2
behad,84900,5,5,Word,Trans,Hindi,2
kahan,84879,4,5,Word,Trans,Hindi,2
mrit,84355,4,4,Word,Trans,Hindi,2
madan,83014,5,5,Word,Trans,Hindi,2
hisaab,82651,5,6,Word,Trans,Hindi,2
dhoop,81821,3,5,Word,Trans,Hindi,2
niyam,81241,5,5,Word,Trans,Hindi,2
akhil,80701,4,5,Word,Trans,Hindi,2
vivek,80241,5,5,Word,Trans,Hindi,2
vidya,79667,5,5,Word,Trans,Hindi,2
amar,76988,4,4,Word,Trans,Hindi,2
shukla,75365,4,6,Word,Trans,Hindi,2
mehnat,74587,6,6,Word,Trans,Hindi,2
hari,73879,4,4,Word,Trans,Hindi,2
mana,73838,4,4,Word,Trans,Hindi,2
sadan,72945,5,5,Word,Trans,Hindi,2
bhavya,72573,4,6,Word,Trans,Hindi,2
shuru,70897,4,5,Word,Trans,Hindi,2
patthar,70779,6,7,Word,Trans,Hindi,2
prabhu,70207,5,6,Word,Trans,Hindi,2
bhari,70046,4,5,Word,Trans,Hindi,2
bhale,69835,4,5,Word,Trans,Hindi,2
dard,69594,4,4,Word,Trans,Hindi,2
yaha,69538,4,4,Word,Trans,Hindi,2
nidhan,68209,5,6,Word,Trans,Hindi,2
mujhe,67896,5,5,Word,Trans,Hindi,2
samajh,66900,6,6,Word,Trans,Hindi,2
bhavna,65128,5,6,Word,Trans,Hindi,2
nala,64799,4,4,Word,Trans,Hindi,2
ho,64365,2,2,Word,Trans,Hindi,2
khoon,64361,3,5,Word,Trans,Hindi,2
acharya,64347,6,7,Word,Trans,Hindi,2
likhe,64108,4,5,Word,Trans,Hindi,2
safar,62772,5,5,Word,Trans,Hindi,2
nasha,61272,4,5,Word,Trans,Hindi,2
lalit,59835,5,5,Word,Trans,Hindi,2
murti,59783,5,5,Word,Trans,Hindi,2
chai,59394,4,4,Word,Trans,Hindi,2
arpit,59255,5,5,Word,Trans,Hindi,2
videshi,58802,6,7,Word,Trans,Hindi,2
dham,58439,3,4,Word,Trans,Hindi,2
kaal,58165,3,4,Word,Trans,Hindi,2
sapna,57619,5,5,Word,Trans,Hindi,2
kiran,56396,5,5,Word,Trans,Hindi,2
muft,55684,4,4,Word,Trans,Hindi,2
antar,55493,5,5,Word,Trans,Hindi,2
mrityu,55282,6,6,Word,Trans,Hindi,2
dwar,55247,4,4,Word,Trans,Hindi,2
kalash,55065,5,6,Word,Trans,Hindi,2
rashtra,54677,5,7,Word,Trans,Hindi,2
bhakt,54562,4,5,Word,Trans,Hindi,2
prakat,54553,6,6,Word,Trans,Hindi,2
manushya,54301,6,8,Word,Trans,Hindi,2
sangyan,54111,9,7,Word,Trans,Hindi,2
nakal,53386,5,5,Word,Trans,Hindi,2
bura,53198,4,4,Word,Trans,Hindi,2
veer,53051,3,4,Word,Trans,Hindi,2
havan,52997,5,5,Word,Trans,Hindi,2
laghu,52916,4,5,Word,Trans,Hindi,2
sang,52599,4,4,Word,Trans,Hindi,2
rikt,52580,4,4,Word,Trans,Hindi,2
khula,52498,4,5,Word,Trans,Hindi,2
sainik,51629,5,6,Word,Trans,Hindi,2
khuli,51603,4,5,Word,Trans,Hindi,2
talab,51414,5,5,Word,Trans,Hindi,2
sthalon,51297,5,7,Word,Trans,Hindi,2
shramik,51184,6,7,Word,Trans,Hindi,2
barabar,50861,7,7,Word,Trans,Hindi,2
niras,50818,6,5,Word,Trans,Hindi,2
taskari,50759,6,7,Word,Trans,Hindi,2
palat,50681,5,5,Word,Trans,Hindi,2
chhota,50131,5,6,Word,Trans,Hindi,2
nasht,49902,4,5,Word,Trans,Hindi,2
shikshika,49700,7,9,Word,Trans,Hindi,2
shashi,49654,4,6,Word,Trans,Hindi,2
atul,49156,4,4,Word,Trans,Hindi,2
uday,49136,4,4,Word,Trans,Hindi,2
prabhat,49134,6,7,Word,Trans,Hindi,2
prakashit,49019,8,9,Word,Trans,Hindi,2
bole,48526,4,4,Word,Trans,Hindi,2
gira,48290,4,4,Word,Trans,Hindi,2
lakdi,48175,5,5,Word,Trans,Hindi,2
ratan,48059,5,5,Word,Trans,Hindi,2
samhita,47815,6,7,Word,Trans,Hindi,2
chitra,47355,5,6,Word,Trans,Hindi,2
neend,47330,3,5,Word,Trans,Hindi,2
garam,46771,4,5,Word,Trans,Hindi,2
manak,46659,5,5,Word,Trans,Hindi,2
kavi,46477,4,4,Word,Trans,Hindi,2
mitra,46435,4,5,Word,Trans,Hindi,2
vivash,46160,5,6,Word,Trans,Hindi,2
prasiddh,46038,7,8,Word,Trans,Hindi,2
dasha,45989,4,5,Word,Trans,Hindi,2
daakhila,45937,6,8,Word,Trans,Hindi,2
patra,45638,4,5,Word,Trans,Hindi,2
shravan,45616,6,7,Word,Trans,Hindi,2
kiraya,45521,6,6,Word,Trans,Hindi,2
sukh,45222,3,4,Word,Trans,Hindi,2
nishana,44928,6,7,Word,Trans,Hindi,2
avastha,44879,6,7,Word,Trans,Hindi,2
samarpit,44877,8,8,Word,Trans,Hindi,2
aakash,44449,4,6,Word,Trans,Hindi,2
dashak,44224,5,6,Word,Trans,Hindi,2
sthagit,44167,6,8,Word,Trans,Hindi,2
laash,44136,3,5,Word,Trans,Hindi,2
patrakaar,44042,8,9,Word,Trans,Hindi,2
baithkar,43723,6,8,Word,Trans,Hindi,2
jaldi,43036,6,5,Word,Trans,Hindi,2
jagat,42865,6,5,Word,Trans,Hindi,2
bagal,42579,5,5,Word,Trans,Hindi,2
bhejkar,42528,7,7,Word,Trans,Hindi,2
mahant,42225,6,6,Word,Trans,Hindi,2
gala,42146,4,4,Word,Trans,Hindi,2
sasur,41894,5,5,Word,Trans,Hindi,2
milan,41772,5,5,Word,Trans,Hindi,2
satya,41553,4,5,Word,Trans,Hindi,2
atma,41547,4,4,Word,Trans,Hindi,2
kalakaar,41396,7,8,Word,Trans,Hindi,2
ghotale,41325,6,7,Word,Trans,Hindi,2
nitin,40984,5,5,Word,Trans,Hindi,2
basant,40817,6,6,Word,Trans,Hindi,2
hawai,40774,5,5,Word,Trans,Hindi,2
shahi,40518,4,5,Word,Trans,Hindi,2
mafia,40371,6,5,Word,Trans,Hindi,2
nand,40179,4,4,Word,Trans,Hindi,2
kambal,40146,6,6,Word,Trans,Hindi,2
menu,28562,NA,4,Word,Native,English,3
reading,102706,NA,7,Word,Native,English,3
window,54926,NA,6,Word,Native,English,3
sale,95391,NA,4,Word,Native,English,3
along,92602,NA,5,Word,Native,English,3
problem,314595,NA,7,Word,Native,English,3
watching,29939,NA,8,Word,Native,English,3
equipment,51532,NA,9,Word,Native,English,3
dollars,37927,NA,7,Word,Native,English,3
requests,24625,NA,8,Word,Native,English,3
eyes,58027,NA,4,Word,Native,English,3
personally,45117,NA,10,Word,Native,English,3
sales,56201,NA,5,Word,Native,English,3
include,144495,NA,7,Word,Native,English,3
aware,37088,NA,5,Word,Native,English,3
worry,27060,NA,5,Word,Native,English,3
attitude,20636,NA,8,Word,Native,English,3
talking,78552,NA,7,Word,Native,English,3
brought,39792,NA,7,Word,Native,English,3
nation,29567,NA,6,Word,Native,English,3
view,75014,NA,4,Word,Native,English,3
copyright,43390,NA,9,Word,Native,English,3
makes,134406,NA,5,Word,Native,English,3
order,193686,NA,5,Word,Native,English,3
follow,58490,NA,6,Word,Native,English,3
animals,25826,NA,7,Word,Native,English,3
gone,51800,NA,4,Word,Native,English,3
manager,59800,NA,7,Word,Native,English,3
keep,183906,NA,4,Word,Native,English,3
yesterday,21313,NA,9,Word,Native,English,3
dance,26125,NA,5,Word,Native,English,3
tape,61126,NA,4,Word,Native,English,3
exactly,75519,NA,7,Word,Native,English,3
packages,22532,NA,8,Word,Native,English,3
bidder,29383,NA,6,Word,Native,English,3
negative,24446,NA,8,Word,Native,English,3
fonts,20126,NA,5,Word,Native,English,3
scientific,32559,NA,10,Word,Native,English,3
future,90741,NA,6,Word,Native,English,3
features,53511,NA,8,Word,Native,English,3
shipping,78308,NA,8,Word,Native,English,3
came,115002,NA,4,Word,Native,English,3
contract,47097,NA,8,Word,Native,English,3
listing,22521,NA,7,Word,Native,English,3
moving,36725,NA,6,Word,Native,English,3
liver,25025,NA,5,Word,Native,English,3
agreed,21890,NA,6,Word,Native,English,3
into,563310,NA,4,Word,Native,English,3
agency,22870,NA,6,Word,Native,English,3
miss,30936,NA,4,Word,Native,English,3
owners,23680,NA,6,Word,Native,English,3
beyond,43775,NA,6,Word,Native,English,3
episode,31294,NA,7,Word,Native,English,3
dogs,32637,NA,4,Word,Native,English,3
changed,51341,NA,7,Word,Native,English,3
failed,27279,NA,6,Word,Native,English,3
slowly,24077,NA,6,Word,Native,English,3
apparently,41745,NA,10,Word,Native,English,3
tree,27218,NA,4,Word,Native,English,3
logic,34025,NA,5,Word,Native,English,3
having,166984,NA,6,Word,Native,English,3
offers,53284,NA,6,Word,Native,English,3
flat,26256,NA,4,Word,Native,English,3
simply,102396,NA,6,Word,Native,English,3
pacific,20324,NA,7,Word,Native,English,3
other,897942,NA,5,Word,Native,English,3
whenever,22956,NA,8,Word,Native,English,3
settings,22892,NA,8,Word,Native,English,3
holding,24422,NA,7,Word,Native,English,3
obviously,48613,NA,9,Word,Native,English,3
showing,24886,NA,7,Word,Native,English,3
final,49025,NA,5,Word,Native,English,3
prove,31645,NA,5,Word,Native,English,3
built,39879,NA,5,Word,Native,English,3
maintain,27327,NA,8,Word,Native,English,3
welfare,20499,NA,7,Word,Native,English,3
multiple,44662,NA,8,Word,Native,English,3
port,62053,NA,4,Word,Native,English,3
start,172475,NA,5,Word,Native,English,3
attention,45081,NA,9,Word,Native,English,3
selection,23385,NA,9,Word,Native,English,3
task,21503,NA,4,Word,Native,English,3
snow,20209,NA,4,Word,Native,English,3
take,330816,NA,4,Word,Native,English,3
depends,29987,NA,7,Word,Native,English,3
convert,21237,NA,7,Word,Native,English,3
behavior,29913,NA,8,Word,Native,English,3
manual,49825,NA,6,Word,Native,English,3
totally,38619,NA,7,Word,Native,English,3
fast,77003,NA,4,Word,Native,English,3
safety,23660,NA,6,Word,Native,English,3
issue,117620,NA,5,Word,Native,English,3
weight,33958,NA,6,Word,Native,English,3
instead,106318,NA,7,Word,Native,English,3
social,58169,NA,6,Word,Native,English,3
provides,44337,NA,8,Word,Native,English,3
cancel,20643,NA,6,Word,Native,English,3
apart,22038,NA,5,Word,Native,English,3
seems,164633,NA,5,Word,Native,English,3
classic,26905,NA,7,Word,Native,English,3
schools,30008,NA,7,Word,Native,English,3
highest,20611,NA,7,Word,Native,English,3
older,37078,NA,5,Word,Native,English,3
flow,21063,NA,4,Word,Native,English,3
discovered,20066,NA,10,Word,Native,English,3
remember,142627,NA,8,Word,Native,English,3
anyone,398422,NA,6,Word,Native,English,3
beer,24708,NA,4,Word,Native,English,3
message,247136,NA,7,Word,Native,English,3
followed,30823,NA,8,Word,Native,English,3
device,49124,NA,6,Word,Native,English,3
received,60413,NA,8,Word,Native,English,3
command,85016,NA,7,Word,Native,English,3
contains,52018,NA,8,Word,Native,English,3
opinions,74135,NA,8,Word,Native,English,3
condition,70143,NA,9,Word,Native,English,3
factor,22949,NA,6,Word,Native,English,3
guitar,24781,NA,6,Word,Native,English,3
between,230878,NA,7,Word,Native,English,3
hair,42603,NA,4,Word,Native,English,3
desire,23188,NA,6,Word,Native,English,3
solution,52273,NA,8,Word,Native,English,3
capable,21671,NA,7,Word,Native,English,3
shell,37174,NA,5,Word,Native,English,3
purchased,20775,NA,9,Word,Native,English,3
refer,26546,NA,5,Word,Native,English,3
tests,23394,NA,5,Word,Native,English,3
movement,30554,NA,8,Word,Native,English,3
hopefully,20531,NA,9,Word,Native,English,3
background,43848,NA,10,Word,Native,English,3
solve,20011,NA,5,Word,Native,English,3
telephone,39460,NA,9,Word,Native,English,3
books,111046,NA,5,Word,Native,English,3
strong,69234,NA,6,Word,Native,English,3
nations,21671,NA,7,Word,Native,English,3
papers,28732,NA,6,Word,Native,English,3
hope,150675,NA,4,Word,Native,English,3
feeling,37377,NA,7,Word,Native,English,3
vision,20427,NA,6,Word,Native,English,3
signature,20062,NA,9,Word,Native,English,3
require,46963,NA,7,Word,Native,English,3
lots,70143,NA,4,Word,Native,English,3
network,145633,NA,7,Word,Native,English,3
upper,26757,NA,5,Word,Native,English,3
feature,34110,NA,7,Word,Native,English,3
universe,35314,NA,8,Word,Native,English,3
wondering,41742,NA,9,Word,Native,English,3
medical,53004,NA,7,Word,Native,English,3
impossible,27164,NA,10,Word,Native,English,3
detail,21053,NA,6,Word,Native,English,3
taxes,24494,NA,5,Word,Native,English,3
ever,173858,NA,4,Word,Native,English,3
miles,35566,NA,5,Word,Native,English,3
perfect,41810,NA,7,Word,Native,English,3
explain,43650,NA,7,Word,Native,English,3
though,199366,NA,6,Word,Native,English,3
wind,23685,NA,4,Word,Native,English,3
there,1313357,NA,5,Word,Native,English,3
decent,22901,NA,6,Word,Native,English,3
writing,73085,NA,7,Word,Native,English,3
discuss,30217,NA,7,Word,Native,English,3
update,39270,NA,6,Word,Native,English,3
defined,25213,NA,7,Word,Native,English,3
thinks,24130,NA,6,Word,Native,English,3
spent,33152,NA,5,Word,Native,English,3
created,55504,NA,7,Word,Native,English,3
traffic,25455,NA,7,Word,Native,English,3
points,95563,NA,6,Word,Native,English,3
addition,46938,NA,8,Word,Native,English,3
really,398246,NA,6,Word,Native,English,3
value,82888,NA,5,Word,Native,English,3
means,130928,NA,5,Word,Native,English,3
aspects,22609,NA,7,Word,Native,English,3
fighting,25177,NA,8,Word,Native,English,3
needed,71898,NA,6,Word,Native,English,3
building,48370,NA,8,Word,Native,English,3
leaving,25217,NA,7,Word,Native,English,3
them,801560,NA,4,Word,Native,English,3
many,474923,NA,4,Word,Native,English,3
path,43722,NA,4,Word,Native,English,3
replaced,20454,NA,8,Word,Native,English,3
battle,28733,NA,6,Word,Native,English,3
interest,90246,NA,8,Word,Native,English,3
present,65134,NA,7,Word,Native,English,3
authority,23585,NA,9,Word,Native,English,3
section,94926,NA,7,Word,Native,English,3
compare,21932,NA,7,Word,Native,English,3
drugs,30191,NA,5,Word,Native,English,3
strength,25721,NA,8,Word,Native,English,3
produced,28614,NA,8,Word,Native,English,3
ideas,69254,NA,5,Word,Native,English,3
afraid,23303,NA,6,Word,Native,English,3
clock,24496,NA,5,Word,Native,English,3
minister,22530,NA,8,Word,Native,English,3
started,98348,NA,7,Word,Native,English,3
teams,26030,NA,5,Word,Native,English,3
limited,63816,NA,7,Word,Native,English,3
supply,36137,NA,6,Word,Native,English,3
pick,45297,NA,4,Word,Native,English,3
accept,49430,NA,6,Word,Native,English,3
office,88401,NA,6,Word,Native,English,3
sort,78952,NA,4,Word,Native,English,3
minor,26175,NA,5,Word,Native,English,3
known,84923,NA,5,Word,Native,English,3
increased,21849,NA,9,Word,Native,English,3
come,232041,NA,4,Word,Native,English,3
door,53813,NA,4,Word,Native,English,3
events,40305,NA,6,Word,Native,English,3
catch,22587,NA,5,Word,Native,English,3
also,782967,NA,4,Word,Native,English,3
protocol,21507,NA,8,Word,Native,English,3
caught,22729,NA,6,Word,Native,English,3
bring,56510,NA,5,Word,Native,English,3
benefit,30754,NA,7,Word,Native,English,3
thoughts,28997,NA,8,Word,Native,English,3
they,1617818,NA,4,Word,Native,English,3
sites,83123,NA,5,Word,Native,English,3
zero,21278,NA,4,Word,Native,English,3
prevent,29122,NA,7,Word,Native,English,3
actual,40919,NA,6,Word,Native,English,3
foundation,20531,NA,10,Word,Native,English,3
calls,46308,NA,5,Word,Native,English,3
impact,21077,NA,6,Word,Native,English,3
views,36484,NA,5,Word,Native,English,3
print,61833,NA,5,Word,Native,English,3
lived,20075,NA,5,Word,Native,English,3
late,55030,NA,4,Word,Native,English,3
becomes,29891,NA,7,Word,Native,English,3
helped,20968,NA,6,Word,Native,English,3
putting,34305,NA,7,Word,Native,English,3
random,22335,NA,6,Word,Native,English,3
content,33314,NA,7,Word,Native,English,3
free,244067,NA,4,Word,Native,English,3
excellent,79398,NA,9,Word,Native,English,3
wear,31161,NA,4,Word,Native,English,3
senior,29912,NA,6,Word,Native,English,3
located,36875,NA,7,Word,Native,English,3
justice,31679,NA,7,Word,Native,English,3
know,800100,NA,4,Word,Native,English,3
silly,21570,NA,5,Word,Native,English,3
league,25384,NA,6,Word,Native,English,3
wrong,138848,NA,5,Word,Native,English,3
prior,28632,NA,5,Word,Native,English,3
agreement,23528,NA,9,Word,Native,English,3
liked,23898,NA,5,Word,Native,English,3
death,77796,NA,5,Word,Native,English,3
finished,23192,NA,8,Word,Native,English,3
such,371015,NA,4,Word,Native,English,3
repeat,22045,NA,6,Word,Native,English,3
passed,30331,NA,6,Word,Native,English,3
wood,24035,NA,4,Word,Native,English,3
perform,24590,NA,7,Word,Native,English,3
knowledge,83911,NA,9,Word,Native,English,3
doing,166241,NA,5,Word,Native,English,3
toward,28152,NA,6,Word,Native,English,3
